time,open,high,low,close
2026-07-17 16:15:00,0.69829,0.69902,0.69829,0.69887
2026-07-17 16:30:00,0.69889,0.699,0.69873,0.69885
2026-07-17 16:45:00,0.69882,0.69882,0.69845,0.69867
2026-07-17 17:00:00,0.69866,0.69905,0.69856,0.69866
2026-07-17 17:15:00,0.69872,0.69888,0.69853,0.6987
2026-07-17 17:30:00,0.6987,0.69891,0.69847,0.69849
2026-07-17 17:45:00,0.69848,0.69874,0.6984,0.69841
2026-07-17 18:00:00,0.69843,0.69874,0.69816,0.69819
2026-07-17 18:15:00,0.69823,0.69823,0.69749,0.69771
2026-07-17 18:30:00,0.69772,0.69778,0.69728,0.69729
2026-07-17 18:45:00,0.69729,0.69748,0.69717,0.69744
2026-07-17 19:00:00,0.69742,0.69742,0.69665,0.69692
2026-07-17 19:15:00,0.69694,0.69752,0.69694,0.69746
2026-07-17 19:30:00,0.69746,0.69753,0.697,0.69704
2026-07-17 19:45:00,0.69708,0.69722,0.697,0.69718
2026-07-17 20:00:00,0.69716,0.69724,0.697,0.69721
2026-07-17 20:15:00,0.69717,0.6974,0.69697,0.69709
2026-07-17 20:30:00,0.69706,0.69722,0.69706,0.69722
2026-07-17 20:45:00,0.6972,0.69727,0.69687,0.6971
2026-07-17 21:00:00,0.6971,0.6971,0.69677,0.69697
2026-07-17 21:15:00,0.69695,0.69703,0.69674,0.69701
2026-07-17 21:30:00,0.69698,0.69758,0.69698,0.69746
2026-07-17 21:45:00,0.69748,0.69776,0.69746,0.69752
2026-07-17 22:00:00,0.69757,0.69763,0.69735,0.69736
2026-07-17 22:15:00,0.69738,0.69754,0.69723,0.69751
2026-07-17 22:30:00,0.69746,0.69754,0.69712,0.69713
2026-07-17 22:45:00,0.69714,0.69723,0.69691,0.69694
2026-07-17 23:00:00,0.69699,0.69714,0.6967,0.69712
2026-07-17 23:15:00,0.69709,0.69731,0.69682,0.69712
2026-07-17 23:30:00,0.69712,0.6973,0.69706,0.69714
2026-07-17 23:45:00,0.69724,0.69779,0.6969,0.69776
2026-07-18 00:00:00,0.69767,0.6981,0.69767,0.69785
2026-07-18 00:15:00,0.6979,0.69806,0.69776,0.6979
2026-07-18 00:30:00,0.69791,0.69825,0.69773,0.69823
2026-07-18 00:45:00,0.69818,0.69831,0.69807,0.69818
2026-07-18 01:00:00,0.69814,0.69845,0.6979,0.69808
2026-07-18 01:15:00,0.69817,0.69842,0.69796,0.69839
2026-07-18 01:30:00,0.69836,0.6987,0.69805,0.69814
2026-07-18 01:45:00,0.69815,0.69839,0.69815,0.69838
2026-07-18 02:00:00,0.69833,0.69856,0.69798,0.69851
2026-07-18 02:15:00,0.69845,0.69876,0.69845,0.69869
2026-07-18 02:30:00,0.69867,0.69868,0.69831,0.69847
2026-07-18 02:45:00,0.69843,0.69849,0.69829,0.69838
2026-07-18 03:00:00,0.69837,0.69859,0.6983,0.69831
2026-07-18 03:15:00,0.69833,0.69851,0.69826,0.69845
2026-07-18 03:30:00,0.69847,0.69851,0.69827,0.69831
2026-07-18 03:45:00,0.6983,0.69839,0.69817,0.69819
2026-07-18 04:00:00,0.69817,0.69832,0.69807,0.69822
2026-07-18 04:15:00,0.69824,0.69839,0.69818,0.69832
2026-07-18 04:30:00,0.69827,0.69845,0.69807,0.69808
2026-07-18 04:45:00,0.69811,0.69834,0.69811,0.69831
2026-07-18 05:00:00,0.6983,0.6983,0.69809,0.6981
2026-07-18 05:15:00,0.69811,0.69831,0.69795,0.69819
2026-07-18 05:30:00,0.69816,0.69845,0.6981,0.69843
2026-07-18 05:45:00,0.6984,0.6986,0.69838,0.69859
2026-07-18 06:00:00,0.69856,0.69856,0.69831,0.69833
2026-07-18 06:15:00,0.69832,0.69833,0.69805,0.69808
2026-07-18 06:30:00,0.69809,0.69819,0.69795,0.69796
2026-07-18 06:45:00,0.69798,0.6983,0.69798,0.69811
2026-07-18 07:00:00,0.69812,0.69836,0.69812,0.69824
2026-07-18 07:15:00,0.69822,0.69833,0.69814,0.69826
2026-07-18 07:30:00,0.69824,0.69827,0.6982,0.69822
2026-07-18 07:45:00,0.69822,0.69825,0.6982,0.6982
2026-07-18 08:00:00,0.6982,0.69837,0.69814,0.6983
2026-07-18 08:15:00,0.69829,0.6984,0.69822,0.69831
2026-07-18 08:30:00,0.69829,0.69839,0.69816,0.69821
2026-07-18 08:45:00,0.69821,0.69824,0.69819,0.6982
2026-07-18 09:00:00,0.6982,0.69824,0.69808,0.69821
2026-07-18 09:15:00,0.69819,0.69824,0.69818,0.69821
2026-07-18 09:30:00,0.6982,0.69824,0.69819,0.69819
2026-07-18 09:45:00,0.6982,0.69824,0.69819,0.69819
2026-07-18 10:00:00,0.6982,0.69822,0.69814,0.69819
2026-07-18 10:15:00,0.69818,0.6982,0.69815,0.69818
2026-07-18 10:30:00,0.69817,0.6982,0.69815,0.69816
2026-07-18 10:45:00,0.69816,0.6982,0.69815,0.69816
2026-07-18 11:00:00,0.69817,0.6982,0.69815,0.69817
2026-07-18 11:15:00,0.69816,0.6982,0.69815,0.69819
2026-07-18 11:30:00,0.69817,0.6982,0.69815,0.69816
2026-07-18 11:45:00,0.69816,0.69819,0.69815,0.69816
2026-07-18 12:00:00,0.69816,0.69819,0.69815,0.69817
2026-07-18 12:15:00,0.69816,0.69819,0.69814,0.69817
2026-07-18 12:30:00,0.69816,0.69819,0.69815,0.69817
2026-07-18 12:45:00,0.69816,0.69819,0.69815,0.69815
2026-07-18 13:00:00,0.69815,0.69819,0.69815,0.69817
2026-07-18 13:15:00,0.69816,0.6982,0.69814,0.69817
