time,open,high,low,close
2026-07-17 16:15:00,200.89493,201.03724,200.89364,200.98403
2026-07-17 16:30:00,200.99458,201.03232,200.90052,201.02979
2026-07-17 16:45:00,201.02192,201.02582,200.7617,200.87541
2026-07-17 17:00:00,200.85854,200.89271,200.76292,200.77616
2026-07-17 17:15:00,200.78123,200.8809,200.76357,200.8786
2026-07-17 17:30:00,200.87433,200.94724,200.85461,200.91565
2026-07-17 17:45:00,200.89694,201.07581,200.89694,201.0735
2026-07-17 18:00:00,201.06826,201.2043,201.03834,201.13045
2026-07-17 18:15:00,201.14266,201.25774,201.08234,201.20022
2026-07-17 18:30:00,201.22031,201.27449,201.1708,201.26754
2026-07-17 18:45:00,201.24614,201.3555,201.24614,201.32017
2026-07-17 19:00:00,201.32842,201.35796,201.28225,201.32267
2026-07-17 19:15:00,201.32957,201.3496,201.25997,201.30571
2026-07-17 19:30:00,201.31148,201.31148,201.11083,201.11594
2026-07-17 19:45:00,201.12362,201.12959,201.0406,201.08014
2026-07-17 20:00:00,201.07123,201.10281,200.98506,201.09719
2026-07-17 20:15:00,201.08779,201.1347,201.05282,201.08516
2026-07-17 20:30:00,201.07819,201.12607,201.07819,201.11591
2026-07-17 20:45:00,201.11285,201.12326,200.93582,200.94201
2026-07-17 21:00:00,200.94984,201.0423,200.93253,201.01592
2026-07-17 21:15:00,201.01141,201.09666,201.00284,201.09286
2026-07-17 21:30:00,201.08703,201.18922,201.07825,201.13058
2026-07-17 21:45:00,201.13683,201.21963,201.09988,201.15854
2026-07-17 22:00:00,201.1673,201.20042,201.13924,201.14746
2026-07-17 22:15:00,201.15267,201.19001,201.12269,201.1682
2026-07-17 22:30:00,201.17672,201.19153,201.08277,201.11857
2026-07-17 22:45:00,201.11707,201.16165,201.09726,201.12127
2026-07-17 23:00:00,201.12753,201.17104,201.00865,201.05891
2026-07-17 23:15:00,201.05601,201.09678,201.01,201.08929
2026-07-17 23:30:00,201.07814,201.1568,201.07486,201.12235
2026-07-17 23:45:00,201.11645,201.12656,201.04411,201.04907
2026-07-18 00:00:00,201.05142,201.09254,201.04475,201.08908
2026-07-18 00:15:00,201.08456,201.20007,201.06966,201.10726
2026-07-18 00:30:00,201.12708,201.19274,201.07156,201.18514
2026-07-18 00:45:00,201.17286,201.32604,201.17286,201.32172
2026-07-18 01:00:00,201.30862,201.39483,201.26503,201.34941
2026-07-18 01:15:00,201.35101,201.4257,201.33249,201.3631
2026-07-18 01:30:00,201.3613,201.3962,201.29392,201.33845
2026-07-18 01:45:00,201.33504,201.34881,201.27298,201.29303
2026-07-18 02:00:00,201.29452,201.32396,201.23494,201.31018
2026-07-18 02:15:00,201.30653,201.31263,201.2744,201.30636
2026-07-18 02:30:00,201.30147,201.33927,201.29444,201.31566
2026-07-18 02:45:00,201.31017,201.32219,201.22822,201.23237
2026-07-18 03:00:00,201.23748,201.23777,201.1571,201.17215
2026-07-18 03:15:00,201.1653,201.2006,201.15632,201.19843
2026-07-18 03:30:00,201.19523,201.21987,201.17214,201.18218
2026-07-18 03:45:00,201.18239,201.19491,201.158,201.17392
2026-07-18 04:00:00,201.17236,201.19365,201.14341,201.19046
2026-07-18 04:15:00,201.18135,201.21637,201.16156,201.18376
2026-07-18 04:30:00,201.18364,201.2136,201.16474,201.18086
2026-07-18 04:45:00,201.17366,201.18834,201.14512,201.17554
2026-07-18 05:00:00,201.17323,201.17555,201.13245,201.16098
2026-07-18 05:15:00,201.15497,201.18589,201.1247,201.1539
2026-07-18 05:30:00,201.14906,201.18673,201.12669,201.17947
2026-07-18 05:45:00,201.16948,201.20296,201.14582,201.17931
2026-07-18 06:00:00,201.16641,201.19561,201.13272,201.14881
2026-07-18 06:15:00,201.14461,201.17493,201.11548,201.12861
2026-07-18 06:30:00,201.12308,201.14019,201.11462,201.13666
2026-07-18 06:45:00,201.13139,201.16273,201.09353,201.13234
2026-07-18 07:00:00,201.13463,201.2188,201.11818,201.14857
2026-07-18 07:15:00,201.14517,201.16571,201.09668,201.13987
2026-07-18 07:30:00,201.13954,201.16008,201.12451,201.1413
2026-07-18 07:45:00,201.13969,201.16961,201.12825,201.14769
2026-07-18 08:00:00,201.14931,201.25563,201.1115,201.14578
2026-07-18 08:15:00,201.1553,201.2502,201.11928,201.23268
2026-07-18 08:30:00,201.205,201.22214,201.09709,201.12649
